2024-07-23 09:31:41,448 __main__ INFO ==> Config: {'BATCH_SIZE': 4, 'LAMBDA_1': 50, 'TRAIN': {'FREEZE_AUDIO_EXTRACTOR': True, 'PRETRAINED_VGGISH_MODEL_PATH': '../../pretrained_backbones/vggish-10086976.pth', 'PREPROCESS_AUDIO_TO_LOG_MEL': False, 'POSTPROCESS_LOG_MEL_WITH_PCA': False, 'PRETRAINED_PCA_PARAMS_PATH': '../../pretrained_backbones/vggish_pca_params-970ea276.pth', 'FREEZE_VISUAL_EXTRACTOR': False, 'PRETRAINED_RESNET50_PATH': '../../pretrained_backbones/resnet50-19c8e357.pth', 'PRETRAINED_PVTV2_PATH': '../../pretrained_backbones/pvt_v2_b5.pth'}, 'DATA': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_avsbench': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_synthesis_avsbench_random4': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}}
2024-07-23 09:31:41,448 __main__ INFO ==> Arguments: Namespace(session_name='S4_pvt', visual_backbone='pvt', train_batch_size=4, val_batch_size=1, max_epoches=15, lr=0.0001, num_workers=8, wt_dec=0.0005, sa_loss_flag=False, lambda_1=0, sa_loss_stages=[], mask_pooling_type='avg', tpavi_stages=[0, 1, 2, 3], tpavi_vv_flag=False, tpavi_va_flag=True, weights='', log_dir='./train_logs/S4_pvt_20240723-093141', easy_ratio=0.5, checkpoint_dir='./train_logs/S4_pvt_20240723-093141/checkpoints')
2024-07-23 09:31:41,448 __main__ INFO ==> Experiment: S4_pvt
2024-07-23 09:31:51,112 __main__ INFO Iter:    0/12945, Total_Loss:0.7292, iou_loss:0.7292, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:32:21,629 __main__ INFO Iter:   50/12945, Total_Loss:0.3121, iou_loss:0.3121, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:32:53,234 __main__ INFO Iter:  100/12945, Total_Loss:0.2533, iou_loss:0.2533, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:33:24,489 __main__ INFO Iter:  150/12945, Total_Loss:0.2293, iou_loss:0.2293, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:33:55,493 __main__ INFO Iter:  200/12945, Total_Loss:0.2224, iou_loss:0.2224, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:34:26,208 __main__ INFO Iter:  250/12945, Total_Loss:0.2106, iou_loss:0.2106, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:34:57,200 __main__ INFO Iter:  300/12945, Total_Loss:0.2141, iou_loss:0.2141, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:35:28,145 __main__ INFO Iter:  350/12945, Total_Loss:0.2020, iou_loss:0.2020, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:35:59,129 __main__ INFO Iter:  400/12945, Total_Loss:0.2038, iou_loss:0.2038, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:36:29,878 __main__ INFO Iter:  450/12945, Total_Loss:0.2066, iou_loss:0.2066, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:37:00,856 __main__ INFO Iter:  500/12945, Total_Loss:0.1945, iou_loss:0.1945, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:37:31,708 __main__ INFO Iter:  550/12945, Total_Loss:0.2004, iou_loss:0.2004, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:38:02,486 __main__ INFO Iter:  600/12945, Total_Loss:0.1844, iou_loss:0.1844, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:38:33,265 __main__ INFO Iter:  650/12945, Total_Loss:0.1967, iou_loss:0.1967, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:39:04,636 __main__ INFO Iter:  700/12945, Total_Loss:0.1820, iou_loss:0.1820, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:39:35,598 __main__ INFO Iter:  750/12945, Total_Loss:0.1866, iou_loss:0.1866, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
