2024-07-23 09:40:02,411 __main__ INFO ==> Config: {'BATCH_SIZE': 4, 'LAMBDA_1': 50, 'TRAIN': {'FREEZE_AUDIO_EXTRACTOR': True, 'PRETRAINED_VGGISH_MODEL_PATH': '../../pretrained_backbones/vggish-10086976.pth', 'PREPROCESS_AUDIO_TO_LOG_MEL': False, 'POSTPROCESS_LOG_MEL_WITH_PCA': False, 'PRETRAINED_PCA_PARAMS_PATH': '../../pretrained_backbones/vggish_pca_params-970ea276.pth', 'FREEZE_VISUAL_EXTRACTOR': False, 'PRETRAINED_RESNET50_PATH': '../../pretrained_backbones/resnet50-19c8e357.pth', 'PRETRAINED_PVTV2_PATH': '../../pretrained_backbones/pvt_v2_b5.pth'}, 'DATA': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_avsbench': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_synthesis_avsbench_random4': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}}
2024-07-23 09:40:02,411 __main__ INFO ==> Arguments: Namespace(session_name='S4_pvt', visual_backbone='pvt', train_batch_size=4, val_batch_size=1, max_epoches=15, lr=0.0001, num_workers=8, wt_dec=0.0005, sa_loss_flag=False, lambda_1=0, sa_loss_stages=[], mask_pooling_type='avg', tpavi_stages=[0, 1, 2, 3], tpavi_vv_flag=False, tpavi_va_flag=True, weights='', log_dir='./train_logs/S4_pvt_20240723-094002', easy_ratio=0.25, checkpoint_dir='./train_logs/S4_pvt_20240723-094002/checkpoints')
2024-07-23 09:40:02,411 __main__ INFO ==> Experiment: S4_pvt
2024-07-23 09:40:12,450 __main__ INFO Iter:    0/12945, Total_Loss:0.7292, iou_loss:0.7292, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:40:42,887 __main__ INFO Iter:   50/12945, Total_Loss:0.3102, iou_loss:0.3102, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:41:14,566 __main__ INFO Iter:  100/12945, Total_Loss:0.2507, iou_loss:0.2507, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:41:45,998 __main__ INFO Iter:  150/12945, Total_Loss:0.2287, iou_loss:0.2287, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:42:16,891 __main__ INFO Iter:  200/12945, Total_Loss:0.2169, iou_loss:0.2169, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:42:48,005 __main__ INFO Iter:  250/12945, Total_Loss:0.2126, iou_loss:0.2126, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:43:18,965 __main__ INFO Iter:  300/12945, Total_Loss:0.2130, iou_loss:0.2130, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:43:49,680 __main__ INFO Iter:  350/12945, Total_Loss:0.2036, iou_loss:0.2036, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:44:20,356 __main__ INFO Iter:  400/12945, Total_Loss:0.2006, iou_loss:0.2006, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:44:51,313 __main__ INFO Iter:  450/12945, Total_Loss:0.2029, iou_loss:0.2029, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:45:22,242 __main__ INFO Iter:  500/12945, Total_Loss:0.1940, iou_loss:0.1940, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:45:52,858 __main__ INFO Iter:  550/12945, Total_Loss:0.1971, iou_loss:0.1971, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:46:23,967 __main__ INFO Iter:  600/12945, Total_Loss:0.1852, iou_loss:0.1852, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:46:54,864 __main__ INFO Iter:  650/12945, Total_Loss:0.1940, iou_loss:0.1940, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:47:25,806 __main__ INFO Iter:  700/12945, Total_Loss:0.1834, iou_loss:0.1834, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:47:56,433 __main__ INFO Iter:  750/12945, Total_Loss:0.1904, iou_loss:0.1904, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
