2024-07-23 16:41:22,622 __main__ INFO ==> Config: {'BATCH_SIZE': 4, 'LAMBDA_1': 50, 'TRAIN': {'FREEZE_AUDIO_EXTRACTOR': True, 'PRETRAINED_VGGISH_MODEL_PATH': '../../pretrained_backbones/vggish-10086976.pth', 'PREPROCESS_AUDIO_TO_LOG_MEL': False, 'POSTPROCESS_LOG_MEL_WITH_PCA': False, 'PRETRAINED_PCA_PARAMS_PATH': '../../pretrained_backbones/vggish_pca_params-970ea276.pth', 'FREEZE_VISUAL_EXTRACTOR': False, 'PRETRAINED_RESNET50_PATH': '../../pretrained_backbones/resnet50-19c8e357.pth', 'PRETRAINED_PVTV2_PATH': '../../pretrained_backbones/pvt_v2_b5.pth'}, 'DATA': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_avsbench': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_synthesis_avsbench_random4': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}}
2024-07-23 16:41:22,622 __main__ INFO ==> Arguments: Namespace(session_name='S4_pvt', visual_backbone='pvt', train_batch_size=4, val_batch_size=1, max_epoches=15, lr=0.0001, num_workers=8, wt_dec=0.0005, sa_loss_flag=False, lambda_1=0, sa_loss_stages=[], mask_pooling_type='avg', tpavi_stages=[0, 1, 2, 3], tpavi_vv_flag=False, tpavi_va_flag=True, weights='', log_dir='./train_logs/S4_pvt_20240723-164122', easy_ratio=0.25, checkpoint_dir='./train_logs/S4_pvt_20240723-164122/checkpoints')
2024-07-23 16:41:22,622 __main__ INFO ==> Experiment: S4_pvt
2024-07-23 16:41:33,182 __main__ INFO Iter:    0/12945, Total_Loss:0.7292, iou_loss:0.7292, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:42:03,832 __main__ INFO Iter:   50/12945, Total_Loss:0.3095, iou_loss:0.3095, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:42:35,987 __main__ INFO Iter:  100/12945, Total_Loss:0.2491, iou_loss:0.2491, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:43:07,666 __main__ INFO Iter:  150/12945, Total_Loss:0.2296, iou_loss:0.2296, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:43:39,165 __main__ INFO Iter:  200/12945, Total_Loss:0.2179, iou_loss:0.2179, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:44:10,744 __main__ INFO Iter:  250/12945, Total_Loss:0.2145, iou_loss:0.2145, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:44:41,854 __main__ INFO Iter:  300/12945, Total_Loss:0.2151, iou_loss:0.2151, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:45:13,519 __main__ INFO Iter:  350/12945, Total_Loss:0.2043, iou_loss:0.2043, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:45:45,042 __main__ INFO Iter:  400/12945, Total_Loss:0.2032, iou_loss:0.2032, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:46:16,644 __main__ INFO Iter:  450/12945, Total_Loss:0.2047, iou_loss:0.2047, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:46:48,022 __main__ INFO Iter:  500/12945, Total_Loss:0.1959, iou_loss:0.1959, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:47:19,499 __main__ INFO Iter:  550/12945, Total_Loss:0.1990, iou_loss:0.1990, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:47:50,974 __main__ INFO Iter:  600/12945, Total_Loss:0.1809, iou_loss:0.1809, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:48:22,289 __main__ INFO Iter:  650/12945, Total_Loss:0.1965, iou_loss:0.1965, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:48:54,117 __main__ INFO Iter:  700/12945, Total_Loss:0.1842, iou_loss:0.1842, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:49:25,160 __main__ INFO Iter:  750/12945, Total_Loss:0.1856, iou_loss:0.1856, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:49:56,732 __main__ INFO Iter:  800/12945, Total_Loss:0.1932, iou_loss:0.1932, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:50:28,175 __main__ INFO Iter:  850/12945, Total_Loss:0.1739, iou_loss:0.1739, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:51:31,345 __main__ INFO save best model to ./train_logs/S4_pvt_20240723-164122/checkpoints/S4_pvt_best.pth
2024-07-23 16:51:31,346 __main__ INFO Epoch: 0, Miou: 0.43861374258995056, maxMiou: 0.43861374258995056
2024-07-23 16:51:56,516 __main__ INFO Iter:  900/12945, Total_Loss:0.1725, iou_loss:0.1725, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:52:27,798 __main__ INFO Iter:  950/12945, Total_Loss:0.1624, iou_loss:0.1624, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:52:59,780 __main__ INFO Iter: 1000/12945, Total_Loss:0.1633, iou_loss:0.1633, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:53:31,166 __main__ INFO Iter: 1050/12945, Total_Loss:0.1674, iou_loss:0.1674, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:54:03,046 __main__ INFO Iter: 1100/12945, Total_Loss:0.1620, iou_loss:0.1620, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:54:34,497 __main__ INFO Iter: 1150/12945, Total_Loss:0.1568, iou_loss:0.1568, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:55:06,133 __main__ INFO Iter: 1200/12945, Total_Loss:0.1612, iou_loss:0.1612, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:55:37,287 __main__ INFO Iter: 1250/12945, Total_Loss:0.1522, iou_loss:0.1522, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:56:07,941 __main__ INFO Iter: 1300/12945, Total_Loss:0.1540, iou_loss:0.1540, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:56:38,736 __main__ INFO Iter: 1350/12945, Total_Loss:0.1607, iou_loss:0.1607, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:57:09,628 __main__ INFO Iter: 1400/12945, Total_Loss:0.1556, iou_loss:0.1556, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:57:40,172 __main__ INFO Iter: 1450/12945, Total_Loss:0.1580, iou_loss:0.1580, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:58:10,899 __main__ INFO Iter: 1500/12945, Total_Loss:0.1570, iou_loss:0.1570, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 16:58:41,650 __main__ INFO Iter: 1550/12945, Total_Loss:0.1590, iou_loss:0.1590, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
