2024-07-23 19:12:03,647 __main__ INFO ==> Config: {'BATCH_SIZE': 4, 'LAMBDA_1': 50, 'TRAIN': {'FREEZE_AUDIO_EXTRACTOR': True, 'PRETRAINED_VGGISH_MODEL_PATH': '../../pretrained_backbones/vggish-10086976.pth', 'PREPROCESS_AUDIO_TO_LOG_MEL': False, 'POSTPROCESS_LOG_MEL_WITH_PCA': False, 'PRETRAINED_PCA_PARAMS_PATH': '../../pretrained_backbones/vggish_pca_params-970ea276.pth', 'FREEZE_VISUAL_EXTRACTOR': False, 'PRETRAINED_RESNET50_PATH': '../../pretrained_backbones/resnet50-19c8e357.pth', 'PRETRAINED_PVTV2_PATH': '../../pretrained_backbones/pvt_v2_b5.pth'}, 'DATA': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_avsbench': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_synthesis_avsbench_random4': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}}
2024-07-23 19:12:03,647 __main__ INFO ==> Arguments: Namespace(session_name='S4_pvt', visual_backbone='pvt', train_batch_size=4, val_batch_size=1, max_epoches=15, lr=0.0001, num_workers=8, wt_dec=0.0005, sa_loss_flag=False, lambda_1=0, sa_loss_stages=[], mask_pooling_type='avg', tpavi_stages=[0, 1, 2, 3], tpavi_vv_flag=False, tpavi_va_flag=True, weights='', log_dir='./train_logs/S4_pvt_20240723-191203', easy_ratio=0.0, checkpoint_dir='./train_logs/S4_pvt_20240723-191203/checkpoints')
2024-07-23 19:12:03,647 __main__ INFO ==> Experiment: S4_pvt
2024-07-23 19:12:13,854 __main__ INFO Iter:    0/12945, Total_Loss:0.7292, iou_loss:0.7292, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:12:44,660 __main__ INFO Iter:   50/12945, Total_Loss:0.3123, iou_loss:0.3123, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:13:16,936 __main__ INFO Iter:  100/12945, Total_Loss:0.2523, iou_loss:0.2523, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:13:48,476 __main__ INFO Iter:  150/12945, Total_Loss:0.2257, iou_loss:0.2257, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:14:20,144 __main__ INFO Iter:  200/12945, Total_Loss:0.2198, iou_loss:0.2198, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:14:51,517 __main__ INFO Iter:  250/12945, Total_Loss:0.2136, iou_loss:0.2136, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:15:23,340 __main__ INFO Iter:  300/12945, Total_Loss:0.2147, iou_loss:0.2147, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:15:54,666 __main__ INFO Iter:  350/12945, Total_Loss:0.2049, iou_loss:0.2049, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:16:26,058 __main__ INFO Iter:  400/12945, Total_Loss:0.2027, iou_loss:0.2027, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:16:57,378 __main__ INFO Iter:  450/12945, Total_Loss:0.2020, iou_loss:0.2020, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:17:28,548 __main__ INFO Iter:  500/12945, Total_Loss:0.1919, iou_loss:0.1919, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:18:00,110 __main__ INFO Iter:  550/12945, Total_Loss:0.1986, iou_loss:0.1986, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:18:31,608 __main__ INFO Iter:  600/12945, Total_Loss:0.1834, iou_loss:0.1834, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:19:03,161 __main__ INFO Iter:  650/12945, Total_Loss:0.1980, iou_loss:0.1980, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:19:34,787 __main__ INFO Iter:  700/12945, Total_Loss:0.1844, iou_loss:0.1844, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:20:06,279 __main__ INFO Iter:  750/12945, Total_Loss:0.1859, iou_loss:0.1859, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:20:37,528 __main__ INFO Iter:  800/12945, Total_Loss:0.1898, iou_loss:0.1898, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 19:21:09,323 __main__ INFO Iter:  850/12945, Total_Loss:0.1762, iou_loss:0.1762, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
