2024-07-23 09:23:20,663 __main__ INFO ==> Config: {'BATCH_SIZE': 4, 'LAMBDA_1': 50, 'TRAIN': {'FREEZE_AUDIO_EXTRACTOR': True, 'PRETRAINED_VGGISH_MODEL_PATH': '../../pretrained_backbones/vggish-10086976.pth', 'PREPROCESS_AUDIO_TO_LOG_MEL': False, 'POSTPROCESS_LOG_MEL_WITH_PCA': False, 'PRETRAINED_PCA_PARAMS_PATH': '../../pretrained_backbones/vggish_pca_params-970ea276.pth', 'FREEZE_VISUAL_EXTRACTOR': False, 'PRETRAINED_RESNET50_PATH': '../../pretrained_backbones/resnet50-19c8e357.pth', 'PRETRAINED_PVTV2_PATH': '../../pretrained_backbones/pvt_v2_b5.pth'}, 'DATA': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_avsbench': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_data/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_data/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}, 'DATA_synthesis_avsbench_random4': {'ANNO_CSV': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_meta_data.csv', 'DIR_IMG': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/visual_frames', 'DIR_AUDIO_LOG_MEL': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/audio_log_mel', 'DIR_MASK': '/mnt/data1/jiali/avsbench_synthesis_visual_random4/Single-source/s4_data/gt_masks', 'IMG_SIZE': (224, 224)}}
2024-07-23 09:23:20,664 __main__ INFO ==> Arguments: Namespace(session_name='S4_pvt', visual_backbone='pvt', train_batch_size=4, val_batch_size=1, max_epoches=15, lr=0.0001, num_workers=8, wt_dec=0.0005, sa_loss_flag=False, lambda_1=0, sa_loss_stages=[], mask_pooling_type='avg', tpavi_stages=[0, 1, 2, 3], tpavi_vv_flag=False, tpavi_va_flag=True, weights='', log_dir='./train_logs/S4_pvt_20240723-092320', easy_ratio=0.75, checkpoint_dir='./train_logs/S4_pvt_20240723-092320/checkpoints')
2024-07-23 09:23:20,664 __main__ INFO ==> Experiment: S4_pvt
2024-07-23 09:23:30,788 __main__ INFO Iter:    0/12945, Total_Loss:0.7292, iou_loss:0.7292, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:24:00,016 __main__ INFO Iter:   50/12945, Total_Loss:0.3100, iou_loss:0.3100, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:24:30,373 __main__ INFO Iter:  100/12945, Total_Loss:0.2485, iou_loss:0.2485, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:25:01,331 __main__ INFO Iter:  150/12945, Total_Loss:0.2293, iou_loss:0.2293, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:25:32,666 __main__ INFO Iter:  200/12945, Total_Loss:0.2210, iou_loss:0.2210, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:26:03,551 __main__ INFO Iter:  250/12945, Total_Loss:0.2130, iou_loss:0.2130, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:26:34,592 __main__ INFO Iter:  300/12945, Total_Loss:0.2189, iou_loss:0.2189, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:27:05,572 __main__ INFO Iter:  350/12945, Total_Loss:0.2041, iou_loss:0.2041, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:27:36,873 __main__ INFO Iter:  400/12945, Total_Loss:0.2019, iou_loss:0.2019, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:28:07,555 __main__ INFO Iter:  450/12945, Total_Loss:0.2026, iou_loss:0.2026, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:28:38,517 __main__ INFO Iter:  500/12945, Total_Loss:0.1940, iou_loss:0.1940, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:29:09,639 __main__ INFO Iter:  550/12945, Total_Loss:0.1983, iou_loss:0.1983, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:29:40,597 __main__ INFO Iter:  600/12945, Total_Loss:0.1812, iou_loss:0.1812, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:30:11,460 __main__ INFO Iter:  650/12945, Total_Loss:0.1944, iou_loss:0.1944, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:30:42,961 __main__ INFO Iter:  700/12945, Total_Loss:0.1851, iou_loss:0.1851, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
2024-07-23 09:31:13,866 __main__ INFO Iter:  750/12945, Total_Loss:0.1843, iou_loss:0.1843, sa_loss:0.0000, lambda_1:0.0000, lr: 0.0001
